City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
357,Santa Cruz Cabralia,BR,82.63,scattered clouds,-16.2781,-39.0247,Puerto Princesa Inn
359,Kuah,MY,78.78,few clouds,6.3265,99.8432,Azio Hotel
360,Mayo,US,59.77,clear sky,38.8876,-76.5119,Resorts Resource Group International
361,Salisbury,GB,39.49,broken clouds,51.0693,-1.7957,Mercure Salisbury White Hart Hotel
362,Hasaki,JP,43.2,overcast clouds,35.7333,140.8333,Inubosaki Kanko Hotel
363,Inyonga,TZ,66.67,overcast clouds,-6.7167,32.0667,Eden Rock Lodge
365,Namibe,AO,71.22,overcast clouds,-15.1961,12.1522,Hotel Chik Chik Namibe
366,Nizwa,OM,77.47,few clouds,22.9333,57.5333,Orient Apartments
367,Englewood,US,69.22,broken clouds,39.6478,-104.9878,InTown Suites Extended Stay Denver CO - Englewood
368,Codrington,AU,57.16,broken clouds,-38.2667,141.9667,Codrington Gardens Bed And Breakfast
369,Sinnamary,GF,78.46,light rain,5.3833,-52.95,ALETHEIA Appartement Sinnamary
370,Mpika,ZM,63.43,overcast clouds,-11.8343,31.4529,Melodies Lodge
371,Yashkul,RU,59.94,overcast clouds,46.1711,45.3435,"Gostinitsa ""Putnik"""
372,Ambon,ID,78.94,scattered clouds,-3.6954,128.1814,Swiss-Belhotel Ambon
373,Saint John,CA,44.6,broken clouds,45.2727,-66.0677,Delta Hotels by Marriott Saint John
374,Karratha,AU,80.24,clear sky,-20.7377,116.8463,ibis Styles Karratha
375,Chapais,CA,35.38,overcast clouds,49.7834,-74.8492,Hôtel Opémiska
376,Kutum,SD,76.19,scattered clouds,14.2,24.6667,Dibbo areaمنطقة دبو
378,Khapa,IN,84.15,clear sky,21.4333,78.9667,Bagde Villa
379,San Cristobal,VE,80.78,scattered clouds,7.7669,-72.225,Pirineos
380,Dunedin,NZ,55.2,few clouds,-45.8742,170.5036,Scenic Hotel Southern Cross
382,Kumbo,CM,67.19,broken clouds,6.2,10.6667,Western Inn Resort
384,Hamilton,US,52.25,overcast clouds,39.1834,-84.5333,Six Acres Bed & Breakfast
385,Tecoanapa,MX,85.42,overcast clouds,16.5167,-98.75,Hotel Manglares
386,Stornoway,GB,39.92,broken clouds,58.2093,-6.3865,Caladh Inn
387,Sechura,PE,81.01,broken clouds,-5.5569,-80.8222,Hospedaje Costa Bella
388,Noumea,NC,82.0,broken clouds,-22.2763,166.4572,Hôtel Le Lagon
390,Natal,BR,84.42,few clouds,-5.795,-35.2094,Villa Park Hotel | Natal
391,Itupiranga,BR,89.92,scattered clouds,-5.1347,-49.3267,Hotel Panorama
392,Tairua,NZ,66.06,overcast clouds,-37.0167,175.85,Pacific Harbour Villas
394,Port Lavaca,US,90.14,clear sky,28.615,-96.6261,Holiday Inn Express & Suites Port Lavaca
397,Husavik,IS,36.14,overcast clouds,66.0449,-17.3389,Bjarnabúð
399,Ugoofaaru,MV,82.47,clear sky,5.6667,73.0,Ungoofaaru Inn
400,Horta,PT,60.44,scattered clouds,38.5333,-28.6333,Hotel do Canal | Horta - Faial
402,Clyde,US,49.17,overcast clouds,41.3042,-82.9752,Red Roof Inn Clyde
403,Rantepao,ID,64.22,overcast clouds,-2.9701,119.8978,Hotel Luta Resort
405,Lima,PE,70.05,clear sky,-12.0432,-77.0282,Hotel Kamana
407,Yabrud,SY,60.26,overcast clouds,33.9674,36.6574,صالة افراح الاندلس
408,Rodeo,US,81.1,clear sky,38.033,-122.2669,Captain's Cottage
409,Bairiki,KI,80.6,light intensity shower rain,1.3292,172.9752,Tarawa Boutique Hotel
410,Le Mars,US,58.57,scattered clouds,42.7942,-96.1656,"Holiday Inn Express & Suites Le Mars, an IHG Hotel"
411,Buarcos,PT,52.14,overcast clouds,40.166,-8.8768,Hotel Sweet Atlantic SPA
412,Kostino,RU,25.34,overcast clouds,58.9097,53.2691,"Кафе-гостиница ""Привал"" бесплатный WiFi, номер 500 руб."
413,Moose Factory,CA,39.2,clear sky,51.2585,-80.6094,Moosonee Lilypad
414,Niquelandia,BR,78.71,clear sky,-14.4739,-48.4597,Hotel Suinã
415,Arlit,NE,90.68,overcast clouds,18.7369,7.3853,Case de Passage De la Prefecture
416,Midland,US,82.06,clear sky,31.9974,-102.0779,DoubleTree by Hilton Hotel Midland Plaza
417,Tezu,IN,69.03,overcast clouds,27.9167,96.1667,Circuit House
418,Dhari,IN,76.64,clear sky,21.3333,71.0167,Anand pan & coldrinks
419,Mattawa,US,59.61,few clouds,46.7379,-119.9028,Sun & Sand Mobile Home Park
420,Bay Roberts,CA,40.14,overcast clouds,47.5999,-53.2648,Stonewall Inn
421,Arraial Do Cabo,BR,76.96,broken clouds,-22.9661,-42.0278,Pousada Porto Praia
422,Bereda,ES,40.57,clear sky,43.2686,-7.5406,Pazo de Verdes
424,Pakxan,LA,60.64,few clouds,18.3778,103.6601,Kong Kham Pheng Guesthouse
425,Riyadh,SA,77.14,broken clouds,24.6877,46.7219,"InterContinental Riyadh, an IHG Hotel"
426,Kashi,CN,58.21,overcast clouds,39.4547,75.9797,帕米尔青年旅舍
428,Lorengau,PG,78.98,light rain,-2.0226,147.2712,Lorengau Harbourside Hotel
429,Porosozero,RU,10.56,broken clouds,62.7191,32.727,Porosozero
430,Zhangjiakou,CN,41.49,overcast clouds,40.81,114.8794,Shell Zhangjiakou City Qiaodong District Ginza Hotel
432,Whitefish,US,44.42,overcast clouds,48.4111,-114.3376,Best Western Rocky Mountain Lodge
433,May Pen,JM,83.41,broken clouds,17.9645,-77.2451,Mus Com Bac
434,Berlevag,NO,21.0,light snow,70.8578,29.0864,Kvitbrakka
435,Vila Velha,BR,84.15,few clouds,-20.3297,-40.2925,Hotel Vitória Palace
436,Kaitangata,NZ,54.41,scattered clouds,-46.2817,169.8464,Kaitangata Motor Camp
437,Yelizovo,RU,28.54,broken clouds,53.1873,158.3805,Kamchatskiy Stil' Hostel
438,Sept-Iles,CA,40.05,broken clouds,50.2001,-66.3821,Comfort Inn
439,Mahbubabad,IN,79.72,few clouds,17.6167,80.0167,District Collector Residence
440,Murakami,JP,36.63,few clouds,38.2333,139.4833,Senami Grand Hotel Haginoya
441,Moyale,KE,73.67,overcast clouds,3.5167,39.0584,La Tahzan Guest House
442,Ambilobe,MG,72.77,clear sky,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
443,Ballina,AU,67.01,broken clouds,-28.8667,153.5667,Ramada Hotel & Suites by Wyndham Ballina Byron
444,Rio Grande,BR,75.31,broken clouds,-32.035,-52.0986,Hotel Atlântico Rio Grande
446,Talnakh,RU,4.21,overcast clouds,69.4865,88.3972,Talnakh Hotel
447,Guerrero Negro,MX,67.33,broken clouds,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
448,Manokwari,ID,78.98,overcast clouds,-0.8667,134.0833,Swiss Belhotel Manokwari
449,Camargo,MX,84.81,clear sky,27.6667,-105.1667,Hotel Santa Fe
450,Ponta Delgada,PT,59.72,few clouds,37.7333,-25.6667,Vila Nova Hotel
451,Kruszwica,PL,30.76,overcast clouds,52.6756,18.3313,Ośrodek Szkolenia Żeglarskiego: Pole Namiotowe
452,Rawson,AR,79.5,few clouds,-43.3002,-65.1023,Hosteria Sampedro
453,Wick,GB,37.45,broken clouds,58.4333,-3.0833,Mackays Hotel
456,Uusikaupunki,FI,32.34,light snow,60.8004,21.4084,Hotel Aquarius
457,Santa Rosalia,MX,73.49,scattered clouds,27.3167,-112.2833,Hotel Las Casitas Santa Rosalia
458,Sola,VU,80.67,moderate rain,-13.8833,167.55,Leumerus Bungalows
460,Imbituba,BR,69.12,broken clouds,-28.24,-48.6703,Praia Hotel Imbituba
461,Sao Geraldo Do Araguaia,BR,78.28,moderate rain,-6.4006,-48.555,Hotel Por do Sol
462,Isangel,VU,81.72,overcast clouds,-19.55,169.2667,Tanna Lodge
463,Sabya,SA,83.82,clear sky,17.1495,42.6254,Aseel Hotel Apartment
464,Kologriv,RU,28.58,snow,58.8275,44.3178,Postoyalyy Dvor
465,Aci Castello,IT,50.34,clear sky,37.5583,15.1346,Grand Hotel Baia Verde
467,Paamiut,GL,32.56,broken clouds,61.994,-49.6678,Pistut
469,Hambantota,LK,78.37,few clouds,6.1241,81.1185,Bungalow 63
470,Corning,US,53.49,clear sky,42.1428,-77.0547,Fairfield Inn by Marriott Corning Riverside
471,Boissevain,CA,35.64,scattered clouds,49.2306,-100.0559,Boissevain Campgrounds
472,Krasnozerskoye,RU,33.76,overcast clouds,53.9828,79.2374,Hotel Tsentralniy
473,Meadow Lake,US,73.85,clear sky,34.8014,-106.5436,TumbleWeed RV Park
474,Ketchikan,US,40.98,light rain,55.3422,-131.6461,Snow's Cove Lodge
475,Pochutla,MX,91.81,clear sky,15.7432,-96.4661,Hotel Posada San Jose
476,Alekseyevka,RU,52.18,broken clouds,50.6309,38.6903,Apartment on Ploshchad Pobedy
477,Svarychiv,UA,31.59,overcast clouds,48.9622,24.1966,Imperiya
478,Ures,MX,87.71,clear sky,29.4333,-110.4,Hacienda Quinta Napoles
479,Conceicao Do Araguaia,BR,77.54,broken clouds,-8.2578,-49.2647,Tarumã Tropical Hotel
480,Siocon,PH,75.58,moderate rain,7.7061,122.1353,ABS Hotel
482,At-Bashi,KG,32.23,overcast clouds,41.1702,75.8106,Hostel At-Bashy
483,Portobelo,PA,87.96,scattered clouds,9.55,-79.65,Scuba Portobelo
485,Chaah,MY,74.37,overcast clouds,2.249,103.048,OYO 90383 Chaah Homestay 1
486,Kirakira,SB,78.64,light rain,-10.4544,161.9205,SanBiz Lodge
487,Guozhen,CN,48.15,clear sky,34.3659,107.359,Yucai Hotel
488,Novi Iskar,BG,46.83,few clouds,42.8,23.35,Hi-Life Family Hotel
489,Matelandia,BR,69.33,overcast clouds,-25.2408,-53.9964,Hotel Faeli
490,Inhambane,MZ,76.46,clear sky,-23.865,35.3833,Oceano
491,Casa Nova,BR,84.24,overcast clouds,-9.4167,-41.1333,LÔRO BEACH. DUNAS
492,Dongsheng,CN,35.78,clear sky,39.8161,109.9776,Crowne Plaza Ordos
493,Viedma,AR,79.93,clear sky,-40.8135,-62.9967,Hotel Cristal
494,Taltal,CL,66.27,few clouds,-25.4,-70.4833,Residencial Karime
495,Clearlake,US,75.72,overcast clouds,38.9582,-122.6264,Americas Best Value Inn & Suites Clearlake Wine Country
496,Margate,GB,40.69,clear sky,51.3813,1.3862,Premier Inn Margate hotel
497,Mogadishu,SO,81.59,broken clouds,2.0371,45.3438,Hotel Juba
498,Guiratinga,BR,78.6,overcast clouds,-16.3494,-53.7583,Hotel Angra do Cerrado - Guiratinga MT
499,Chino Valley,US,74.68,clear sky,34.7575,-112.4538,Primrose Inn & Suites
500,Sokoni,TZ,82.26,clear sky,-6.4333,39.55,Ujamaa Beach Resort
501,The Valley,AI,82.26,few clouds,18.217,-63.0578,CeBlue Villas & Beach Resort
502,Nanakuli,US,80.55,broken clouds,21.3906,-158.1547,Camp Pālehua
503,Palu,ID,74.5,overcast clouds,-0.8917,119.8707,Hotel Santika Palu
504,Saint-Ambroise,CA,36.57,broken clouds,48.5501,-71.3324,Motel Saint-Ambroise
505,Bhatkal,IN,79.84,few clouds,13.9667,74.5667,Nilawar Palace
507,Nikki,BJ,87.93,broken clouds,9.9401,3.2108,Monnon
508,Tome,CL,61.41,overcast clouds,-36.6167,-72.95,Hotel Saint Denis
509,Salihorsk,BY,32.02,light snow,52.7876,27.5415,Apartment on Parkovoy 26
510,Nishihara,JP,63.68,overcast clouds,26.1842,127.7558,Minshuku Agaihama
511,Bikapur,IN,76.28,clear sky,26.6,82.1333,Hotel Tirupati
512,Bahir Dar,ET,74.44,broken clouds,11.5936,37.3908,"Delano Hotel, Bahir Dar"
513,La Ronge,CA,32.25,few clouds,55.1001,-105.2842,Northland Motor Hotel
514,Preobrazheniye,RU,34.84,clear sky,42.9019,133.9064,Campsite Orlan
515,Semnan,IR,64.24,clear sky,35.5729,53.3971,Semnan Tourist Hotel
516,Teahupoo,PF,80.56,overcast clouds,-17.8333,-149.2667,Vanira Lodge
519,Son La,VN,51.58,scattered clouds,21.3167,103.9,Galaxy Grand Hotel
520,Koppang,NO,23.67,overcast clouds,61.5706,11.0555,Trya Camping
522,Urucara,BR,81.79,overcast clouds,-2.5364,-57.76,Pousada Maria Bonita
523,Marquette,US,39.36,overcast clouds,46.5333,-87.6335,Al Quaal Lodge
524,San Vito Dei Normanni,IT,50.04,broken clouds,40.6573,17.7072,Albatres Palace Hotel
525,Alice Springs,AU,56.75,broken clouds,-23.7,133.8833,Desert Palms Alice Springs
526,New Ulm,US,50.56,scattered clouds,44.3125,-94.4605,Best Western Plus New Ulm
527,Port Moresby,PG,72.82,few clouds,-9.4431,147.1797,Lamana Hotel (Port Moresby)
528,Ardmore,US,75.85,clear sky,34.1743,-97.1436,"Motel 6 Ardmore, OK"
529,Eyl,SO,78.58,broken clouds,7.9803,49.8164,Amiin Hotel
531,Nabire,ID,74.25,broken clouds,-3.3667,135.4833,Hotel Nusantara I
532,Manacapuru,BR,76.23,moderate rain,-3.2997,-60.6206,Novo Hotel
533,Houma,US,75.02,broken clouds,29.5958,-90.7195,Courtyard by Marriott Houma
534,Muyezerskiy,RU,22.66,light snow,63.9333,31.65,"Gostinitsa Ooo ""Lzkh ""Ledmozerskoye"""
535,Ust-Tarka,RU,31.1,light snow,55.5672,75.705,Pearl of Siberia
536,Plaridel,PH,77.11,overcast clouds,14.8872,120.8572,St. Agatha Resort
538,Bud,US,56.68,broken clouds,39.447,-86.1758,Ted McQuinn Trust
539,Oistins,BB,82.49,broken clouds,13.0667,-59.5333,Butterfly Beach Hotel
540,Davila,PH,77.0,overcast clouds,18.4726,120.5763,Blue Ridge Beach Resort
541,San Jose,US,78.93,scattered clouds,37.3394,-121.895,The Westin San Jose
542,Hazorasp,UZ,57.04,overcast clouds,41.3194,61.0742,Kemping wifi hotel
543,Alihe,CN,27.07,scattered clouds,50.5667,123.7167,Alihe Forestry Hotel
544,Ljungby,SE,24.98,clear sky,56.8332,13.9408,Hotel Terraza
545,Burgeo,CA,32.85,snow,47.6167,-57.6152,Gillett's Motel
546,Penzance,GB,41.83,broken clouds,50.1186,-5.5371,Artist Residence Penzance
548,Gladstone,AU,67.93,clear sky,-23.85,151.25,Highpoint International Hotel
549,Huarmey,PE,74.12,overcast clouds,-10.0681,-78.1522,Hotel Miramar
550,Saint-Paul,RE,77.11,moderate rain,-21.0096,55.2707,Boucan Canot
552,Sardarshahr,IN,81.48,clear sky,28.4333,74.4833,Hotel Moti Mahal
553,Morristown,US,61.9,scattered clouds,36.214,-83.2949,Days Inn by Wyndham Morristown
554,Canto Do Buriti,BR,80.01,broken clouds,-8.11,-42.9444,Novo Hotel
555,Sao Gabriel,BR,69.96,clear sky,-30.3364,-54.32,Hotel Obino São Gabriel
556,Champerico,GT,93.74,clear sky,14.3,-91.9167,"Hotel y restaurante ""El Diamante"""
560,Itinga,BR,85.03,few clouds,-16.6131,-41.7653,Hotel Restaurante Itinga
561,Sorong,ID,79.16,overcast clouds,-0.8833,131.25,Waigo Splash Hotel
562,Kouroussa,GN,90.36,overcast clouds,10.65,-9.8833,Hotel Paillote
563,Elmira,US,50.52,clear sky,42.0898,-76.8077,Mark Twain Motor Inn
564,Belmonte,BR,77.95,clear sky,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
565,Necochea,AR,66.58,clear sky,-38.5473,-58.7368,dyd -mar Hotel
566,Valleyview,CA,42.84,few clouds,55.0667,-117.2859,Paradise Inn & Suites
567,Seddon,AU,59.99,overcast clouds,-37.8068,144.8916,Footscray Motor Inn
568,Pyaozerskiy,RU,23.97,light snow,65.8333,31.1667,Taratuga
569,Kismayo,SO,80.85,scattered clouds,-0.3582,42.5454,Agan-Hotel
570,Kudat,MY,77.29,few clouds,6.8837,116.8477,Dream Garden Hotel
571,Jilib,SO,79.84,broken clouds,0.4883,42.7854,Waadi Hotel
572,Mpanda,TZ,66.31,overcast clouds,-6.3655,31.0409,CH Hotel - Mpanda
573,Sabang,ID,81.09,light rain,5.8933,95.3214,Hotel Citra
575,Zinder,NE,86.05,overcast clouds,13.8072,8.9881,Hotel de Ville
576,Pandamatenga,BW,66.42,clear sky,-18.5278,25.627,Wildtrack Safaris Eco Lodge
577,Vestmanna,FO,41.92,overcast clouds,62.1564,-7.1664,Vestmanna Camping
580,Bagnols-Sur-Ceze,FR,41.22,overcast clouds,44.1599,4.6178,Hôtel Château du Val de Ceze
581,Sungairaya,ID,77.56,scattered clouds,0.7,108.9,Rumah Kuku Moimoi Shelly
582,Faya,SA,64.51,clear sky,18.3851,42.4509,املاك خالد الشعشوع
583,Labrea,BR,69.33,overcast clouds,-7.2586,-64.7981,Hotel Novo Horizonte
584,Pringsewu,ID,72.37,broken clouds,-5.3582,104.9744,Urban Style by Front One
585,Llangefni,GB,40.73,clear sky,53.2556,-4.3106,Bull Hotel
586,Ler,SS,91.65,overcast clouds,8.3018,30.1418,Leer Humanitarian Hub
588,West Bay,KY,86.07,few clouds,19.3667,-81.4167,Calypso Cove
590,Ulaanbaatar,MN,34.05,scattered clouds,47.9077,106.8832,The Blue Sky Hotel and Tower
591,Coquimbo,CL,62.33,few clouds,-29.9533,-71.3436,Hotel San Juan
592,Jos,NG,81.7,overcast clouds,9.9167,8.9,Silk Suites
593,Frome,GB,41.63,few clouds,51.2283,-2.3221,Premier Inn Frome hotel
594,Okha,RU,14.88,broken clouds,53.5739,142.9478,Sakhalin-Sfera
595,Piacabucu,BR,78.31,few clouds,-10.4056,-36.4344,Piaçabuçu News
596,Plattsburgh,US,47.16,clear sky,44.6995,-73.4529,La Quinta Inn & Suites by Wyndham Plattsburgh
597,Alamor,EC,67.68,moderate rain,-4.0181,-80.0197,Hotel central
598,Yankton,US,61.12,few clouds,42.8711,-97.3973,"Holiday Inn Express & Suites Yankton, an IHG Hotel"
599,Guiyang,CN,39.69,clear sky,26.5833,106.7167,Guo Tai Hotel Guiyang
600,Contai,IN,78.48,few clouds,21.7786,87.7536,PATHFINDER
601,Nantucket,US,55.51,clear sky,41.2835,-70.0995,Jared Coffin House
602,Leh,IN,25.16,clear sky,34.1667,77.5833,Hotel Ladakh Greens
603,Chifeng,CN,39.99,scattered clouds,42.2683,118.9636,Junyu Tiancheng Hotel
604,Vao,NC,79.07,overcast clouds,-22.6667,167.4833,Hotel Kou-Bugny
607,Koppal,IN,80.17,few clouds,15.35,76.15,OYO 37740 Hotel Manik Residency
608,Igrejinha,BR,75.67,broken clouds,-29.5744,-50.7903,Hotel Igrejinha
609,Khani,GE,58.57,few clouds,41.9563,42.9566,კურორტი ზეკარი/Resort Zekari
610,Dakar,SN,68.88,clear sky,14.6937,-17.4441,Novotel Dakar
611,Axim,GH,80.62,light rain,4.8699,-2.2405,Axim Beach Resort And Spa
613,Maragogi,BR,79.09,few clouds,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
614,Blairmore,CA,49.12,overcast clouds,49.6,-114.4353,Highwood Motel
615,Zhongshan,CN,58.84,broken clouds,21.3226,110.5829,Jianmin Restaurant
616,Villablino,ES,29.64,scattered clouds,42.9393,-6.3194,Hotel La Brañina
618,Shimoda,JP,45.1,light rain,34.6667,138.95,Shimoda Tokyu Hotel
619,Venice,US,80.98,mist,27.0998,-82.4543,A Beach Retreat On Casey Key
620,Morondava,MG,78.93,clear sky,-20.2833,44.2833,La Case Bambou
622,Sungaipenuh,ID,61.84,moderate rain,-2.0833,101.3833,Penginapan Citra Alam
623,Fenoarivo Atsinanana,MG,72.81,few clouds,-17.3667,49.4167,L'Oasis Lodge
624,Foca,TR,62.47,clear sky,38.6703,26.7566,Huri&Nuri Hotel
625,Antofagasta,CL,67.28,clear sky,-23.65,-70.4,"Holiday Inn Express Antofagasta, an IHG Hotel"
626,Killybegs,IE,41.52,clear sky,54.6333,-8.45,Tara Hotel
627,Chicama,PE,68.54,overcast clouds,-7.8447,-79.1469,Balihai Bungalows
628,Whitianga,NZ,66.4,overcast clouds,-36.8333,175.7,Beachside Resort Whitianga
630,Batticaloa,LK,78.35,broken clouds,7.7102,81.6924,Grand Star Guest House
631,Savannah Bight,HN,81.37,clear sky,16.45,-85.85,Villa on Dunbar Rock
632,Severnoye,RU,27.48,snow,56.3491,78.3619,Gostinitsa Severyanka
633,Roswell,US,65.98,broken clouds,34.0232,-84.3616,La Quinta Inn & Suites by Wyndham Atlanta Roswell
634,Dicabisagan,PH,76.39,light rain,17.0818,122.4157,Nancy Montanes Bernardo
635,Tomatlan,MX,86.65,clear sky,19.9333,-105.25,El Salvial
636,Quatre Cocos,MU,75.31,moderate rain,-20.2078,57.7625,Sunrise Attitude Hotel
637,Sigli,ID,78.82,light rain,5.3848,95.9609,Losmen Dua Mali
638,Voh,NC,80.65,overcast clouds,-20.9667,164.7,Le gîte du Koniambo
639,Braco Do Norte,BR,71.56,broken clouds,-28.275,-49.1656,Costa Nobre Hotel
641,Kyaikkami,MM,77.76,moderate rain,16.08,97.5675,St. joseph catholic church
642,Halifax,CA,41.22,overcast clouds,44.6453,-63.5724,Hotel Halifax
643,Nampula,MZ,73.35,scattered clouds,-15.1165,39.2666,Ruby Backpackers
645,Fujin,CN,34.68,clear sky,47.26,132.0322,Xilong Hotel Fujin Shop
646,Mandera,KE,88.61,overcast clouds,3.9366,41.867,Hiren Hotel Mandera
647,Tual,ID,81.9,overcast clouds,-5.6667,132.75,Grand Vilia Hotel
648,Balakovo,RU,52.32,light rain,52.0278,47.8007,Victoria Hotel
649,Giyani,ZA,73.35,clear sky,-23.3025,30.7187,Kulani Country Lodge
652,Bambanglipuro,ID,75.97,broken clouds,-7.95,110.2833,Puri Brata
653,Dumai,ID,73.76,moderate rain,1.6833,101.45,Grand Zuri Dumai
654,Shasta Lake,US,73.54,scattered clouds,40.6804,-122.3708,Shasta Dam Motel
655,Urambo,TZ,67.55,broken clouds,-5.0667,32.05,Fair Lodge
657,Dunmore,US,53.15,scattered clouds,41.4198,-75.6324,Radisson Lackawanna Station Hotel Scranton
658,Gagino,RU,38.07,overcast clouds,55.2314,45.0339,Mini-Otel'
659,San Luis,AR,71.67,clear sky,-33.295,-66.3356,Huarpes Hotel
660,Mislinja,SI,32.29,light snow,46.4411,15.1956,Kmetija Adam
661,Nagtipunan,PH,72.03,overcast clouds,16.2167,121.6,D' Fields Travellers Place
662,Mount Isa,AU,73.17,clear sky,-20.7333,139.5,ibis Styles Mt Isa Verona
663,Alappuzha,IN,79.93,scattered clouds,9.49,76.3264,Panoramic Sea Resort
665,Daugavpils,LV,27.39,overcast clouds,55.8833,26.5333,Dinaburg SPA Hotel
666,Mandalgovi,MN,36.45,scattered clouds,45.7625,106.2708,В.Ганбат
668,Clyde River,CA,14.23,fog,70.4692,-68.5914,Qamaq Hotel
669,Prince George,CA,48.25,clear sky,53.9166,-122.753,Canadas Best Value Inn Prince George
671,Babu,CN,49.66,clear sky,24.4167,111.5167,IU Hotel Hezhou Bus Terminal
672,Kirkenes,NO,20.35,overcast clouds,69.7271,30.0458,Scandic Kirkenes
673,Angoche,MZ,78.1,clear sky,-16.2325,39.9086,Guest House HESADA
674,Taperoa,BR,79.05,broken clouds,-7.2075,-36.8267,Hotel Casarão Antigo
675,Cervo,ES,48.96,few clouds,43.6702,-7.4101,Hotel Spa Galatea
676,Jumla,NP,46.85,clear sky,29.2747,82.1838,Royal Garden Hotel
677,Mayuge,UG,71.53,overcast clouds,0.4597,33.4803,Kagolo Bar and Lodge
678,Nago,JP,61.65,overcast clouds,26.5881,127.9761,Hotel Yugaf Inn Okinawa
679,Malabo,GQ,81.61,clear sky,3.75,8.7833,Magno Suites
680,Bembereke,BJ,89.42,overcast clouds,10.2283,2.6634,Hotel Bio Guera
681,Gainesville,US,63.91,moderate rain,29.6516,-82.3248,Wyndham Garden Gainesville
682,Kaeo,NZ,64.33,overcast clouds,-35.1,173.7833,Bushido Lodge
683,Toamasina,MG,73.4,few clouds,-18.1667,49.3833,Hotel H1
684,Qingdao,CN,35.2,fog,36.0986,120.3719,Le Meridien Qingdao
685,Canutama,BR,69.69,overcast clouds,-6.5339,-64.3831,Hotel Jhennifer
686,Sayansk,RU,29.12,light snow,54.1088,102.1648,Yubileynaya
687,Majene,ID,76.98,overcast clouds,-3.5403,118.9707,Kost Putri RABBANI
688,Hay River,CA,3.16,broken clouds,60.8156,-115.7999,Ptarmigan Inn
