City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
203,Ancud,CL,2022-03-30 01:39:58,-41.8697,-73.8203,47.23,78,4,4.5
204,Quatre Cocos,MU,2022-03-30 01:39:59,-20.2078,57.7625,75.31,70,53,7.14
205,Eenhana,NA,2022-03-30 01:39:59,-17.4667,16.3333,66.06,75,10,3.11
206,Mawlaik,MM,2022-03-30 01:40:00,23.6333,94.4167,85.78,34,39,1.01
207,Eyl,SO,2022-03-30 01:40:01,7.9803,49.8164,77.74,81,21,11.7
208,Kodiak,US,2022-03-30 01:40:02,57.79,-152.4072,40.51,81,100,8.05
209,Resende,BR,2022-03-30 01:40:03,-22.4689,-44.4467,69.31,98,62,0.87
210,Surovatikha,RU,2022-03-30 01:40:04,55.7652,43.8984,19.06,99,100,2.55
211,Akranes,IS,2022-03-30 01:40:05,64.3218,-22.0749,36.16,74,15,7.25
212,Norman Wells,CA,2022-03-30 01:40:06,65.282,-126.8329,10.44,72,75,9.22
213,Nuzvid,IN,2022-03-30 01:40:07,16.7833,80.85,81.45,79,16,6.51
214,Northam,GB,2022-03-30 01:40:08,51.0333,-4.2167,44.38,90,13,4.12
215,Port Keats,AU,2022-03-30 01:40:09,-14.25,129.55,91.0,50,97,5.17
216,Samarai,PG,2022-03-30 01:40:09,-10.6167,150.6667,84.96,70,99,11.07
217,Sumbe,AO,2022-03-30 01:40:10,-11.2061,13.8437,77.29,84,100,5.79
218,Yarada,IN,2022-03-30 01:40:11,17.65,83.2667,80.92,83,20,3.44
219,Guerrero Negro,MX,2022-03-30 01:40:11,27.9769,-114.0611,60.94,72,0,19.71
220,Sobolevo,RU,2022-03-30 01:40:12,54.4299,31.8996,25.81,81,100,3.0
221,White Rock,CA,2022-03-30 01:40:13,49.0164,-122.8026,59.2,72,100,8.01
222,Tasiilaq,GL,2022-03-30 01:40:14,65.6145,-37.6368,26.76,75,100,12.37
223,Tornio,FI,2022-03-30 01:40:14,65.8481,24.1466,24.82,84,100,13.96
224,Beloha,MG,2022-03-30 01:40:15,-25.1667,45.05,69.8,80,0,16.89
225,Elat,IL,2022-03-30 01:40:16,29.5581,34.9482,66.04,19,0,6.91
226,Porto Seguro,BR,2022-03-30 01:40:16,-16.4497,-39.0647,81.12,78,20,5.75
227,Tiksi,RU,2022-03-30 01:40:17,71.6872,128.8694,6.94,85,100,7.09
228,Sao Filipe,CV,2022-03-30 01:40:18,14.8961,-24.4956,70.39,78,27,12.95
229,Fare,PF,2022-03-30 01:40:19,-16.7,-151.0167,82.54,67,2,14.56
230,Sanjwal,PK,2022-03-30 01:41:19,33.7608,72.4336,65.91,33,0,5.53
231,Tulsipur,NP,2022-03-30 01:41:20,28.131,82.2973,80.29,20,4,3.4
232,Longyearbyen,SJ,2022-03-30 01:41:21,78.2186,15.6401,10.24,72,0,8.05
233,Arraial Do Cabo,BR,2022-03-30 01:41:22,-22.9661,-42.0278,75.47,88,5,6.31
234,Prince Rupert,CA,2022-03-30 01:37:42,54.3161,-130.3201,51.89,46,0,39.12
235,Port Augusta,AU,2022-03-30 01:41:23,-32.5,137.7667,70.18,48,98,19.51
236,Christchurch,NZ,2022-03-30 01:38:34,-43.5333,172.6333,68.95,79,100,10.36
237,Buraydah,SA,2022-03-30 01:41:24,26.326,43.975,57.65,9,93,6.26
238,Hue,VN,2022-03-30 01:41:25,16.4667,107.6,73.51,88,75,3.44
239,Xuddur,SO,2022-03-30 01:41:26,4.1213,43.8894,73.96,83,35,19.73
240,Ola,RU,2022-03-30 01:41:26,59.5833,151.2833,23.14,61,100,8.93
241,Hofn,IS,2022-03-30 01:41:27,64.2539,-15.2082,28.89,66,40,11.18
242,Salinas,US,2022-03-30 01:36:30,36.6777,-121.6555,63.41,79,100,10.36
243,Nikolskoye,RU,2022-03-30 01:41:28,59.7035,30.7861,20.8,87,11,6.82
244,Sindor,RU,2022-03-30 01:41:29,62.8629,51.8905,8.37,98,100,2.48
245,Road Town,VG,2022-03-30 01:36:59,18.4167,-64.6167,77.09,78,40,3.44
246,Leh,IN,2022-03-30 01:41:30,34.1667,77.5833,22.33,69,11,2.57
247,Bilibino,RU,2022-03-30 01:41:31,68.0546,166.4372,12.33,58,100,3.04
248,Dicabisagan,PH,2022-03-30 01:41:31,17.0818,122.4157,84.58,65,55,4.72
249,Port Lincoln,AU,2022-03-30 01:41:32,-34.7333,135.8667,65.7,59,90,15.7
250,Mar Del Plata,AR,2022-03-30 01:41:33,-38.0023,-57.5575,53.62,77,20,11.99
251,Camacupa,AO,2022-03-30 01:41:34,-12.0167,17.4833,61.54,96,98,1.95
252,Esperance,AU,2022-03-30 01:41:34,-33.8667,121.9,67.84,61,100,14.88
253,Beringovskiy,RU,2022-03-30 01:41:35,63.05,179.3167,2.32,85,89,16.87
254,Aswan,EG,2022-03-30 01:41:36,24.0934,32.907,67.3,22,0,11.5
255,Viedma,AR,2022-03-30 01:40:25,-40.8135,-62.9967,52.43,44,73,25.39
256,Birobidzhan,RU,2022-03-30 01:41:38,48.8,132.95,33.4,53,5,14.12
257,Coihaique,CL,2022-03-30 01:41:38,-45.5752,-72.0662,43.41,75,0,0.0
258,Oktyabrskiy,RU,2022-03-30 01:41:39,54.4815,53.471,33.04,92,100,12.12
259,Hobyo,SO,2022-03-30 01:41:40,5.3505,48.5268,80.47,70,49,15.5
260,Port Macquarie,AU,2022-03-30 01:39:18,-31.4333,152.9167,71.49,94,100,16.11
261,Alta Gracia,AR,2022-03-30 01:41:41,-31.6529,-64.4283,63.37,19,0,18.19
262,Nizhniy Kuranakh,RU,2022-03-30 01:41:41,58.8353,125.4869,19.83,86,100,9.64
263,Crotone,IT,2022-03-30 01:41:43,39.0851,17.1178,56.19,79,100,11.07
264,Bengkulu,ID,2022-03-30 01:41:43,-3.8004,102.2655,83.08,66,82,7.34
265,Vestmannaeyjar,IS,2022-03-30 01:41:44,63.4427,-20.2734,37.18,67,42,23.51
266,Ararat,AM,2022-03-30 01:41:45,39.8317,44.7049,34.14,51,100,4.07
267,Paka,MY,2022-03-30 01:41:45,4.6374,103.4368,82.33,78,20,2.3
268,Saint-Joseph,RE,2022-03-30 01:41:46,-21.3667,55.6167,74.21,85,100,16.22
269,Touros,BR,2022-03-30 01:41:47,-5.1989,-35.4608,77.41,88,100,10.69
270,Comodoro Rivadavia,AR,2022-03-30 01:38:51,-45.8667,-67.5,48.06,40,0,11.5
271,Vallenar,CL,2022-03-30 01:41:48,-28.5708,-70.7581,68.49,54,0,2.75
272,Obo,CF,2022-03-30 01:41:48,5.3998,26.4869,69.26,83,61,5.59
273,West Bay,KY,2022-03-30 01:41:49,19.3667,-81.4167,78.01,79,20,9.22
274,Almunecar,ES,2022-03-30 01:41:50,36.7339,-3.6907,58.68,93,79,6.46
275,Pangody,RU,2022-03-30 01:41:50,65.85,74.4859,30.06,95,100,15.21
276,Saskylakh,RU,2022-03-30 01:42:51,71.9167,114.0833,-16.19,98,80,2.95
277,Ilhabela,BR,2022-03-30 01:42:52,-23.7781,-45.3581,74.35,91,15,4.63
278,Union,US,2022-03-30 01:42:16,40.6334,-74.2663,36.16,39,0,12.66
279,Alexandria,EG,2022-03-30 01:40:48,31.2156,29.9553,53.56,76,0,4.61
280,Vila Velha,BR,2022-03-30 01:40:19,-20.3297,-40.2925,78.75,89,20,8.05
281,Kindu,CD,2022-03-30 01:42:55,-2.95,25.95,67.12,96,100,2.39
282,Chaumont,FR,2022-03-30 01:42:56,48.1167,5.1333,48.36,95,100,6.82
283,Katangli,RU,2022-03-30 01:42:56,51.7102,143.2326,28.38,85,100,22.06
284,Port Hardy,CA,2022-03-30 01:42:57,50.6996,-127.4199,51.98,66,75,14.97
285,Yar-Sale,RU,2022-03-30 01:42:58,66.8333,70.8333,17.55,94,100,5.39
286,Bluefields,NI,2022-03-30 01:42:58,12.0137,-83.7635,75.7,90,50,7.99
287,Tuy Hoa,VN,2022-03-30 01:42:59,13.0833,109.3,81.7,73,94,11.68
288,Davila,PH,2022-03-30 01:43:00,18.4726,120.5763,87.78,60,61,5.53
289,Ust-Barguzin,RU,2022-03-30 01:43:00,53.45,108.9833,17.02,77,11,2.55
290,Meulaboh,ID,2022-03-30 01:43:01,4.1363,96.1285,81.19,74,97,1.03
291,Kuusamo,FI,2022-03-30 01:43:02,65.9667,29.1833,19.44,86,75,10.36
292,Coquimbo,CL,2022-03-30 01:41:11,-29.9533,-71.3436,58.73,88,0,3.44
293,Omidiyeh,IR,2022-03-30 01:43:03,30.7597,49.705,63.84,19,12,8.3
